event_id,cell_id,condition,position,actor_id,generation_seed,probability,reason,attempts,elapsed_seconds,prompt_tokens,output_tokens
38,prior_0.6_signals_10011,market,1,agent_3,1099782766,0.52,Signal reduces confidence in public probability.,1,5.39327040000353,314,19
38,prior_0.6_signals_10011,market,2,agent_4,1972518074,0.66,Signal updates prior with reliability,1,5.777215700014494,342,17
38,prior_0.6_signals_10011,market,3,agent_5,354187813,0.76,Signal updates prior with reliability,1,6.165877599967644,371,17
38,prior_0.6_signals_10011,market,4,agent_1,1924847353,0.72,Signal slightly lowers probability,1,6.570158499991521,400,16
38,prior_0.6_signals_10011,market,5,agent_2,1554130065,0.64,Signal NO updates prior with reliability 0.6,1,7.781358400010504,428,22
38,prior_0.6_signals_10011,central_full,1,central_full_analyst,1099782766,0.52,Signal NO reduces probability from prior.,1,5.351230500033125,293,19
38,prior_0.6_signals_10011,central_full,2,central_full_analyst,1972518074,0.63,Signals update prior with reliability weights,1,5.269422700046562,315,18
38,prior_0.6_signals_10011,central_full,3,central_full_analyst,354187813,0.69,Signals update prior with reliability-weighted evidence.,1,5.857711700024083,335,21
38,prior_0.6_signals_10011,central_full,4,central_full_analyst,1924847353,0.73,Signals update prior with higher reliability YES signals.,1,6.189494500053115,355,21
38,prior_0.6_signals_10011,central_full,5,central_full_analyst,1554130065,0.68,Signals balance with higher reliability supporting YES.,1,6.392641599988565,374,20
39,prior_0.6_signals_10010,market,1,agent_2,423544327,0.48,Signal reduces confidence in YES,1,5.192865899996832,313,17
39,prior_0.6_signals_10010,market,2,agent_3,2039736418,0.37,Signal reduces probability due to reliability,1,5.844776100013405,342,18
39,prior_0.6_signals_10010,market,3,agent_4,523475810,0.52,Signal updates prior with reliability,1,6.19913359999191,370,17
39,prior_0.6_signals_10010,market,4,agent_5,2015325827,0.45,Signal NO updates prior with reliability 0.75,1,7.401395600056276,399,23
39,prior_0.6_signals_10010,market,5,agent_1,616789423,0.49,Signal slightly increases probability,1,6.995066200033762,428,16
39,prior_0.6_signals_10010,central_full,1,central_full_analyst,423544327,0.52,Signal NO reduces probability from prior.,1,5.323402100009844,292,19
39,prior_0.6_signals_10010,central_full,2,central_full_analyst,2039736418,0.44,Two NO signals with moderate reliability lower the probability,1,5.556243999977596,315,21
39,prior_0.6_signals_10010,central_full,3,central_full_analyst,523475810,0.56,Signals update prior with NO and YES evidence.,1,5.8308223999338225,334,21
39,prior_0.6_signals_10010,central_full,4,central_full_analyst,2015325827,0.48,Most signals indicate NO with mixed reliability.,1,6.058719399967231,354,20
39,prior_0.6_signals_10010,central_full,5,central_full_analyst,616789423,0.52,Most signals lean NO but some YES signals have higher reliability.,1,6.732461399980821,374,24
39,prior_0.6_signals_10010,central_compact,1,central_compact_analyst,423544327,0.52,Signal reduces probability by 8%.,1,5.516595400054939,305,20
39,prior_0.6_signals_10010,central_compact,2,central_compact_analyst,2039736418,0.48,Signal NO updates prior to 0.52.,1,6.244561400031671,334,23
39,prior_0.6_signals_10010,central_compact,3,central_compact_analyst,523475810,0.56,Signal increases probability from 0.48 with reliability 0.7.,1,7.090304599958472,362,28
39,prior_0.6_signals_10010,central_compact,4,central_compact_analyst,2015325827,0.51,New signal slightly lowers probability,1,6.547474100021645,391,17
39,prior_0.6_signals_10010,central_compact,5,central_compact_analyst,616789423,0.53,Signal slightly increases YES probability,1,7.019101499929093,420,17
40,prior_0.4_signals_10111,central_full,1,central_full_analyst,1963923340,0.55,Signal increases probability from prior,1,5.140661800047383,293,17
40,prior_0.4_signals_10111,central_full,2,central_full_analyst,2120882197,0.62,Combined signals increase probability,1,5.104752999963239,316,16
40,prior_0.4_signals_10111,central_full,3,central_full_analyst,743580723,0.54,Signals update prior with mixed reliability,1,5.57767310005147,335,18
40,prior_0.4_signals_10111,central_full,4,central_full_analyst,619004137,0.58,Signals update prior with reliability-weighted evidence.,1,6.156356599996798,355,21
40,prior_0.4_signals_10111,central_full,5,central_full_analyst,2066485777,0.67,Multiple reliable signals support YES.,1,6.188417700002901,374,18
40,prior_0.4_signals_10111,central_compact,1,central_compact_analyst,1963923340,0.55,Signal increases probability from 0.4 to 0.55.,1,6.073739600018598,306,27
40,prior_0.4_signals_10111,central_compact,2,central_compact_analyst,2120882197,0.55,Signal reliability adjusts probability,1,5.561105300090276,335,16
40,prior_0.4_signals_10111,central_compact,3,central_compact_analyst,743580723,0.52,New signal slightly lowers probability,1,5.845834300038405,363,17
40,prior_0.4_signals_10111,central_compact,4,central_compact_analyst,619004137,0.57,Signal increases probability slightly,1,6.435511999996379,392,16
40,prior_0.4_signals_10111,central_compact,5,central_compact_analyst,2066485777,0.63,Signal increases probability due to reliability,1,7.130338099901564,420,18
40,prior_0.4_signals_10111,market,1,agent_5,1963923340,0.55,Signal increases probability from 0.4 to 0.55.,1,6.217966899974272,314,27
40,prior_0.4_signals_10111,market,2,agent_1,2120882197,0.62,Signal updates prior with reliability,1,5.757490999996662,343,17
40,prior_0.4_signals_10111,market,3,agent_2,743580723,0.54,Signal weakens public probability,1,6.182580300024711,371,17
40,prior_0.4_signals_10111,market,4,agent_3,619004137,0.61,Signal updates prior with reliability-weighted evidence.,1,6.999596399953589,400,21
40,prior_0.4_signals_10111,market,5,agent_4,2066485777,0.67,Signal updates public probability with reliability,1,7.2085310000693426,428,18
41,prior_0.7_signals_10110,central_compact,1,central_compact_analyst,912224637,0.64,Signal reduces probability by 14%.,1,5.541745600057766,305,21
41,prior_0.7_signals_10110,central_compact,2,central_compact_analyst,58958432,0.68,Signal increases probability from 0.64 to 0.68.,1,6.603257000097074,334,28
41,prior_0.7_signals_10110,central_compact,3,central_compact_analyst,1867941478,0.73,Signal increases probability from 0.68 with reliability 0.7,1,6.938851099926978,362,27
41,prior_0.7_signals_10110,central_compact,4,central_compact_analyst,807836674,0.68,Signal NO reduces probability,1,6.432902000029571,391,16
41,prior_0.7_signals_10110,central_compact,5,central_compact_analyst,1315420364,0.69,Signal slightly increases YES probability,1,7.0641314999666065,420,17
41,prior_0.7_signals_10110,market,1,agent_2,912224637,0.57,Signal reduces confidence in public probability.,1,5.3512937000487,313,19
41,prior_0.7_signals_10110,market,2,agent_3,58958432,0.66,Signal increases probability from 0.57 to 0.66,1,6.653496899991296,342,27
41,prior_0.7_signals_10110,market,3,agent_4,1867941478,0.76,Signal updates prior with reliability,1,6.184397500008345,370,17
41,prior_0.7_signals_10110,market,4,agent_5,807836674,0.69,Signal weakens public probability,1,6.70774280000478,399,17
41,prior_0.7_signals_10110,market,5,agent_1,1315420364,0.73,Signal slightly increases probability,1,7.026404800009914,428,16
41,prior_0.7_signals_10110,central_full,1,central_full_analyst,912224637,0.62,Signal NO reduces probability from prior.,1,5.32202610000968,292,19
41,prior_0.7_signals_10110,central_full,2,central_full_analyst,58958432,0.67,Balances prior with conflicting signals,1,5.278323200065643,315,18
41,prior_0.7_signals_10110,central_full,3,central_full_analyst,1867941478,0.74,Updated based on signal reliability and prior.,1,5.745654999976978,334,20
41,prior_0.7_signals_10110,central_full,4,central_full_analyst,807836674,0.68,Balanced signal reliability with mixed outcomes.,1,6.090550499968231,354,20
41,prior_0.7_signals_10110,central_full,5,central_full_analyst,1315420364,0.64,Most signals lean YES but reliability varies.,1,6.372601200011559,374,20
42,prior_0.4_signals_00111,market,1,agent_4,1320204005,0.57,Signal increases probability from 0.4 to 0.57.,1,6.286042899941094,313,27
42,prior_0.4_signals_00111,market,2,agent_5,1245404989,0.68,Signal updates prior with reliability,1,5.739058600040153,342,17
42,prior_0.4_signals_00111,market,3,agent_1,956510180,0.61,Signal weakens public probability,1,6.153106400044635,371,17
42,prior_0.4_signals_00111,market,4,agent_2,1722915509,0.54,Signal weakens public probability,1,6.651198899955489,399,17
42,prior_0.4_signals_00111,market,5,agent_3,564340959,0.62,Signal updates prior with reliability-adjusted weight.,1,7.461646999930963,428,21
42,prior_0.4_signals_00111,central_full,1,central_full_analyst,1320204005,0.58,Signal increases probability from prior,1,5.1499104999238625,292,17
42,prior_0.4_signals_00111,central_full,2,central_full_analyst,1245404989,0.67,Two reliable signals support YES.,1,5.276932899956591,315,18
42,prior_0.4_signals_00111,central_full,3,central_full_analyst,956510180,0.56,Signals update prior with mixed reliability,1,5.581912799971178,335,18
42,prior_0.4_signals_00111,central_full,4,central_full_analyst,1722915509,0.52,Signals balance with moderate reliability.,1,5.8981887000845745,354,18
42,prior_0.4_signals_00111,central_full,5,central_full_analyst,564340959,0.58,More YES signals outweigh NO signals.,1,6.307756099966355,374,19
42,prior_0.4_signals_00111,central_compact,1,central_compact_analyst,1320204005,0.52,Signal increases probability from 0.4 to 0.52.,1,6.074691400048323,305,27
42,prior_0.4_signals_00111,central_compact,2,central_compact_analyst,1245404989,0.58,Signal increases probability from 0.52 to 0.58.,1,6.63871620001737,334,28
42,prior_0.4_signals_00111,central_compact,3,central_compact_analyst,956510180,0.53,Signal slightly favors NO.,1,6.06979700003285,363,17
42,prior_0.4_signals_00111,central_compact,4,central_compact_analyst,1722915509,0.51,New signal slightly lowers probability,1,6.518027600017376,391,17
42,prior_0.4_signals_00111,central_compact,5,central_compact_analyst,564340959,0.56,Signal increases probability slightly,1,6.907928999979049,420,16
43,prior_0.4_signals_11001,central_full,1,central_full_analyst,1835381422,0.52,Signal increases probability from prior.,1,5.18980890000239,292,18
43,prior_0.4_signals_11001,central_full,2,central_full_analyst,1038046784,0.38,Signals suggest moderate disagreement,1,5.087535099941306,315,16
43,prior_0.4_signals_11001,central_full,3,central_full_analyst,837471162,0.32,Signals suggest moderate disagreement with prior.,1,5.679651799960993,334,19
43,prior_0.4_signals_11001,central_full,4,central_full_analyst,2018736547,0.47,Signals suggest moderate support for YES.,1,6.028109099948779,354,19
43,prior_0.4_signals_11001,central_full,5,central_full_analyst,16481948,0.49,Signals balance with moderate reliability.,1,6.2501242000143975,374,18
43,prior_0.4_signals_11001,central_compact,1,central_compact_analyst,1835381422,0.52,Signal increases probability from 0.4 to 0.52.,1,6.05857560003642,305,27
43,prior_0.4_signals_11001,central_compact,2,central_compact_analyst,1038046784,0.48,New signal slightly lowers probability,1,5.6517569000134245,334,17
43,prior_0.4_signals_11001,central_compact,3,central_compact_analyst,837471162,0.44,Signal NO with reliability 0.7 updates probability from 0.48 to 0.44.,1,7.681955600040965,362,35
43,prior_0.4_signals_11001,central_compact,4,central_compact_analyst,2018736547,0.55,Signal increases probability due to reliability,1,6.642552199889906,391,18
43,prior_0.4_signals_11001,central_compact,5,central_compact_analyst,16481948,0.55,Signal reliability matches current probability.,1,7.109467800008133,420,18
43,prior_0.4_signals_11001,market,1,agent_2,1835381422,0.52,Signal updates prior with reliability-weighted evidence.,1,5.622967100003734,313,21
43,prior_0.4_signals_11001,market,2,agent_3,1038046784,0.47,Signal weakens public probability,1,5.755701099988073,342,17
43,prior_0.4_signals_11001,market,3,agent_4,837471162,0.36,Signal NO updates prior with reliability 0.7,1,6.664604099933058,370,22
43,prior_0.4_signals_11001,market,4,agent_5,2018736547,0.48,Signal updates prior with reliability,1,6.676264600013383,399,17
43,prior_0.4_signals_11001,market,5,agent_1,16481948,0.52,Signal increases probability slightly,1,7.009336200077087,428,16
44,prior_0.4_signals_11100,central_compact,1,central_compact_analyst,536542611,0.32,Signal NO reduces probability,1,5.100321699981578,306,16
44,prior_0.4_signals_11100,central_compact,2,central_compact_analyst,158789332,0.37,Signal slightly increases probability,1,5.610366799985059,335,16
44,prior_0.4_signals_11100,central_compact,3,central_compact_analyst,525476076,0.43,Signal increases probability from 0.37 with reliability 0.6,1,6.990098600042984,363,27
44,prior_0.4_signals_11100,central_compact,4,central_compact_analyst,79854701,0.48,Signal increases probability by 0.05,1,6.932695399969816,392,21
44,prior_0.4_signals_11100,central_compact,5,central_compact_analyst,1741763097,0.44,Signal NO updates probability,1,6.919101599953137,420,16
44,prior_0.4_signals_11100,market,1,agent_5,536542611,0.32,Signal reduces probability due to reliability,1,5.42709150002338,314,18
44,prior_0.4_signals_11100,market,2,agent_1,158789332,0.43,Signal updates prior with reliability,1,5.785649400088005,343,17
44,prior_0.4_signals_11100,market,3,agent_2,525476076,0.54,Signal updates prior with reliability,1,6.172569599933922,371,17
44,prior_0.4_signals_11100,market,4,agent_3,79854701,0.61,Signal updates prior with reliability-adjusted evidence.,1,7.007515600067563,400,21
44,prior_0.4_signals_11100,market,5,agent_4,1741763097,0.52,Signal NO updates prior with reliability 0.7.,1,7.640757899964228,428,23
44,prior_0.4_signals_11100,central_full,1,central_full_analyst,536542611,0.32,Signal NO reduces probability from prior.,1,5.309421899961308,293,19
44,prior_0.4_signals_11100,central_full,2,central_full_analyst,158789332,0.48,Combined signals adjust prior towards YES.,1,5.396716899937019,316,19
44,prior_0.4_signals_11100,central_full,3,central_full_analyst,525476076,0.57,Signals update prior with weighted evidence,1,5.572099499986507,335,18
44,prior_0.4_signals_11100,central_full,4,central_full_analyst,79854701,0.68,Most signals support YES with higher reliability.,1,6.104293999960646,355,20
44,prior_0.4_signals_11100,central_full,5,central_full_analyst,1741763097,0.62,Most signals lean YES but reliability varies.,1,6.378660700051114,374,20
45,prior_0.7_signals_00100,market,1,agent_4,117628063,0.57,Signal reduces confidence in public probability.,1,5.370044799987227,313,19
45,prior_0.7_signals_00100,market,2,agent_5,377068360,0.45,Signal reduces probability due to reliability,1,5.931980499997735,342,18
45,prior_0.7_signals_00100,market,3,agent_1,1581027827,0.34,Signal reduces probability due to reliability,1,6.323211699957028,371,18
45,prior_0.7_signals_00100,market,4,agent_2,2147264179,0.28,Signal NO updates prior with reliability 0.6.,1,7.165425100014545,399,23
45,prior_0.7_signals_00100,market,5,agent_3,1033430869,0.37,Signal increases probability from 0.28 to 0.37.,1,8.079510100069456,428,28
45,prior_0.7_signals_00100,central_full,1,central_full_analyst,117628063,0.56,Signal NO reduces probability from prior.,1,5.323206099914387,292,19
45,prior_0.7_signals_00100,central_full,2,central_full_analyst,377068360,0.44,Two NO signals lower the probability,1,5.280782200046815,315,18
45,prior_0.7_signals_00100,central_full,3,central_full_analyst,1581027827,0.32,Multiple NO signals reduce probability from prior.,1,5.759303000057116,335,20
45,prior_0.7_signals_00100,central_full,4,central_full_analyst,2147264179,0.24,Multiple NO signals lower probability,1,5.769923000014387,354,17
45,prior_0.7_signals_00100,central_full,5,central_full_analyst,1033430869,0.43,"Most signals indicate NO, but one YES signal slightly increases probability.",1,6.813934599980712,374,25
45,prior_0.7_signals_00100,central_compact,1,central_compact_analyst,117628063,0.63,Signal NO reduces probability,1,5.071875400026329,305,16
45,prior_0.7_signals_00100,central_compact,2,central_compact_analyst,377068360,0.57,New signal reduces probability,1,5.570361000020057,334,16
45,prior_0.7_signals_00100,central_compact,3,central_compact_analyst,1581027827,0.52,New signal slightly lowers probability,1,6.121148800011724,363,17
45,prior_0.7_signals_00100,central_compact,4,central_compact_analyst,2147264179,0.51,Signal NO reduces probability slightly.,1,6.607839499949478,391,18
45,prior_0.7_signals_00100,central_compact,5,central_compact_analyst,1033430869,0.56,Signal increases probability slightly,1,6.893975600018166,420,16
46,prior_0.6_signals_01110,central_full,1,central_full_analyst,248147343,0.72,Signal increases probability from prior,1,5.158378800028004,293,17
46,prior_0.6_signals_01110,central_full,2,central_full_analyst,2105872951,0.76,Combined signals increase confidence,1,5.11340580007527,315,16
46,prior_0.6_signals_01110,central_full,3,central_full_analyst,637271188,0.68,Signals update prior with reliability weights,1,5.569751900038682,335,18
46,prior_0.6_signals_01110,central_full,4,central_full_analyst,1064711983,0.58,Signals balance with moderate reliability.,1,5.899945499957539,355,18
46,prior_0.6_signals_01110,central_full,5,central_full_analyst,163395786,0.59,Balanced signal mix with higher reliability NO signals slightly lowering probability,1,6.704014400020242,374,24
46,prior_0.6_signals_01110,central_compact,1,central_compact_analyst,248147343,0.67,Signal increases probability by 0.07.,1,5.605487899971195,306,22
46,prior_0.6_signals_01110,central_compact,2,central_compact_analyst,2105872951,0.73,Signal increases probability from 0.67 to 0.73,1,6.518048899946734,334,27
46,prior_0.6_signals_01110,central_compact,3,central_compact_analyst,637271188,0.71,New signal slightly lowers probability,1,6.150118499994278,363,17
46,prior_0.6_signals_01110,central_compact,4,central_compact_analyst,1064711983,0.66,New signal slightly lowers probability,1,6.539157200022601,392,17
46,prior_0.6_signals_01110,central_compact,5,central_compact_analyst,163395786,0.72,Signal increases probability due to reliability,1,7.089791600010358,420,18
46,prior_0.6_signals_01110,market,1,agent_3,248147343,0.72,Signal increases probability by 12%.,1,5.562914299895056,314,21
46,prior_0.6_signals_01110,market,2,agent_4,2105872951,0.77,Signal updates prior with reliability,1,5.744263599975966,342,17
46,prior_0.6_signals_01110,market,3,agent_5,637271188,0.69,Signal reduces probability due to reliability,1,6.216882099979557,371,18
46,prior_0.6_signals_01110,market,4,agent_1,1064711983,0.63,Signal weakens public probability,1,6.6343994999770075,400,17
46,prior_0.6_signals_01110,market,5,agent_2,163395786,0.68,Signal increases probability slightly,1,6.97727900010068,428,16
47,prior_0.5_signals_10111,central_compact,1,central_compact_analyst,1427243866,0.525,Signal slightly increases probability,1,5.154583399998955,306,17
47,prior_0.5_signals_10111,central_compact,2,central_compact_analyst,139797754,0.514,Signal NO updates probability,1,5.687932000029832,336,17
47,prior_0.5_signals_10111,central_compact,3,central_compact_analyst,980447071,0.542,Signal increases probability by 0.028,1,6.702231700066477,367,23
47,prior_0.5_signals_10111,central_compact,4,central_compact_analyst,743999167,0.573,Signal increases probability by 0.031,1,7.159983900026418,397,23
47,prior_0.5_signals_10111,central_compact,5,central_compact_analyst,146198932,0.642,Signal increases probability by 0.069,1,7.682056999998167,428,23
47,prior_0.5_signals_10111,market,1,agent_1,1427243866,0.52,Signal slightly increases probability,1,5.120238299947232,314,16
47,prior_0.5_signals_10111,market,2,agent_2,139797754,0.46,Signal weakens public probability,1,5.750635400065221,342,17
47,prior_0.5_signals_10111,market,3,agent_3,980447071,0.57,Signal increases probability from 0.46 to 0.57,1,7.0698446000460535,371,27
47,prior_0.5_signals_10111,market,4,agent_4,743999167,0.64,Signal increases probability due to reliability,1,6.7366287999320775,399,18
47,prior_0.5_signals_10111,market,5,agent_5,146198932,0.72,Signal updates public probability with reliability,1,7.21104840002954,428,18
47,prior_0.5_signals_10111,central_full,1,central_full_analyst,1427243866,0.55,Signal matches YES with 55% reliability.,1,5.598603800055571,293,22
47,prior_0.5_signals_10111,central_full,2,central_full_analyst,139797754,0.46,Balances conflicting signals with reliability weights,1,5.375519499997608,315,19
47,prior_0.5_signals_10111,central_full,3,central_full_analyst,980447071,0.54,Balanced signals with mixed reliability adjust prior toward YES.,1,6.012610399979167,335,23
47,prior_0.5_signals_10111,central_full,4,central_full_analyst,743999167,0.67,More reliable signals support YES.,1,5.862241699942388,354,18
47,prior_0.5_signals_10111,central_full,5,central_full_analyst,146198932,0.78,More reliable signals support YES.,1,6.1687796000624076,374,18
48,prior_0.3_signals_10000,market,1,agent_2,281435479,0.24,Signal reduces probability due to reliability,1,5.31653459998779,313,18
48,prior_0.3_signals_10000,market,2,agent_3,89548224,0.16,Signal weakens public probability,1,5.7725027000997216,342,17
48,prior_0.3_signals_10000,market,3,agent_4,730457484,0.11,Signal weakens public probability,1,6.2119529999326915,370,17
48,prior_0.3_signals_10000,market,4,agent_5,1943194877,0.14,Signal updates prior with reliability,1,6.64627719996497,399,17
48,prior_0.3_signals_10000,market,5,agent_1,1785862609,0.21,Signal updates prior with reliability,1,7.116883599897847,428,17
48,prior_0.3_signals_10000,central_full,1,central_full_analyst,281435479,0.24,Signal NO reduces probability,1,5.009575399919413,292,16
48,prior_0.3_signals_10000,central_full,2,central_full_analyst,89548224,0.28,Two NO signals with moderate reliability slightly increase the probability from the prior.,1,5.9949562000110745,315,26
48,prior_0.3_signals_10000,central_full,3,central_full_analyst,730457484,0.22,Multiple NO signals lower probability,1,5.443783099995926,334,17
48,prior_0.3_signals_10000,central_full,4,central_full_analyst,1943194877,0.34,Multiple NO signals increase likelihood of NO,1,5.974363600020297,354,19
48,prior_0.3_signals_10000,central_full,5,central_full_analyst,1785862609,0.28,Most signals indicate NO with higher reliability.,1,6.346192000084557,374,20
48,prior_0.3_signals_10000,central_compact,1,central_compact_analyst,281435479,0.25,Signal NO reduces probability,1,5.083694699918851,305,16
48,prior_0.3_signals_10000,central_compact,2,central_compact_analyst,89548224,0.21,Signal NO updates prior with reliability 0.65.,1,6.324297899962403,334,24
48,prior_0.3_signals_10000,central_compact,3,central_compact_analyst,730457484,0.17,Signal NO updates probability,1,5.963071099948138,362,16
48,prior_0.3_signals_10000,central_compact,4,central_compact_analyst,1943194877,0.14,Signal NO updates probability,1,6.436334899975918,391,16
48,prior_0.3_signals_10000,central_compact,5,central_compact_analyst,1785862609,0.21,Signal increases probability from 0.14.,1,7.431523300008848,420,22
49,prior_0.4_signals_10001,central_full,1,central_full_analyst,1415114177,0.37,Signal NO reduces probability,1,5.017794200102799,292,16
49,prior_0.4_signals_10001,central_full,2,central_full_analyst,1373517367,0.52,Signals update prior with reliability weights,1,5.273026300012134,315,18
49,prior_0.4_signals_10001,central_full,3,central_full_analyst,1784074201,0.58,Signals update prior with mixed reliability,1,5.575764500070363,335,18
49,prior_0.4_signals_10001,central_full,4,central_full_analyst,1648385283,0.52,Mixed signals with moderate reliability,1,5.791385599994101,354,17
49,prior_0.4_signals_10001,central_full,5,central_full_analyst,1423591207,0.57,More YES signals outweigh NO signals.,1,6.260298099950887,374,19
49,prior_0.4_signals_10001,central_compact,1,central_compact_analyst,1415114177,0.34,Signal NO reduces probability,1,5.123229199904017,305,16
49,prior_0.4_signals_10001,central_compact,2,central_compact_analyst,1373517367,0.43,Signal increases probability from 0.34 to 0.43,1,6.548297000001185,334,27
49,prior_0.4_signals_10001,central_compact,3,central_compact_analyst,1784074201,0.47,Signal increases probability slightly,1,6.032466499949805,363,16
49,prior_0.4_signals_10001,central_compact,4,central_compact_analyst,1648385283,0.43,Signal NO updates probability,1,6.407251499942504,391,16
49,prior_0.4_signals_10001,central_compact,5,central_compact_analyst,1423591207,0.41,New signal slightly lowers probability,1,7.001598000060767,420,17
49,prior_0.4_signals_10001,market,1,agent_4,1415114177,0.3,Signal reduces probability,1,5.012811699998565,313,14
49,prior_0.4_signals_10001,market,2,agent_5,1373517367,0.46,Signal updates prior with reliability-weighted evidence.,1,6.12805689999368,340,21
49,prior_0.4_signals_10001,market,3,agent_1,1784074201,0.52,Signal updates prior with reliability,1,6.162971700076014,369,17
49,prior_0.4_signals_10001,market,4,agent_2,1648385283,0.46,Signal weakens public probability,1,6.579904100042768,397,17
49,prior_0.4_signals_10001,market,5,agent_3,1423591207,0.41,Signal NO updates prior with reliability,1,7.181679799919948,426,18
50,prior_0.7_signals_01110,central_compact,1,central_compact_analyst,296050631,0.76,Signal increases probability by 6%.,1,5.425240800017491,305,20
50,prior_0.7_signals_01110,central_compact,2,central_compact_analyst,593796383,0.68,Signal NO reduces probability,1,5.566052400041372,334,16
50,prior_0.7_signals_01110,central_compact,3,central_compact_analyst,725871378,0.64,Signal NO reduces probability,1,6.017778299981728,363,16
50,prior_0.7_signals_01110,central_compact,4,central_compact_analyst,631411985,0.68,Signal increases probability slightly,1,6.407322500017472,391,16
50,prior_0.7_signals_01110,central_compact,5,central_compact_analyst,1956564034,0.72,Signal increases probability slightly,1,6.932377899996936,420,16
50,prior_0.7_signals_01110,market,1,agent_4,296050631,0.82,Signal increases probability due to reliability,1,5.399496500031091,313,18
50,prior_0.7_signals_01110,market,2,agent_5,593796383,0.66,Signal reduces probability due to reliability,1,5.858883999986574,342,18
50,prior_0.7_signals_01110,market,3,agent_1,725871378,0.56,Signal weakens prior evidence,1,6.161375199910253,371,17
50,prior_0.7_signals_01110,market,4,agent_2,631411985,0.62,Signal updates prior with reliability,1,6.610379100078717,399,17
50,prior_0.7_signals_01110,market,5,agent_3,1956564034,0.68,Signal increases probability slightly,1,7.0816333999391645,428,16
50,prior_0.7_signals_01110,central_full,1,central_full_analyst,296050631,0.77,Signal increases prior by 0.07,1,5.522923000040464,292,21
50,prior_0.7_signals_01110,central_full,2,central_full_analyst,593796383,0.62,Balances conflicting signals with moderate reliability.,1,5.449810500023887,315,20
50,prior_0.7_signals_01110,central_full,3,central_full_analyst,725871378,0.54,Signals balance with moderate reliability,1,5.486700000008568,335,17
50,prior_0.7_signals_01110,central_full,4,central_full_analyst,631411985,0.58,Signals balance with moderate reliability.,1,5.871955900103785,354,18
50,prior_0.7_signals_01110,central_full,5,central_full_analyst,1956564034,0.62,Most signals lean YES with moderate reliability.,1,6.3691139000002295,374,20
51,prior_0.7_signals_10100,market,1,agent_5,1877345288,0.56,Signal reduces confidence in public probability.,1,5.405611200025305,314,19
51,prior_0.7_signals_10100,market,2,agent_1,528222811,0.61,Signal slightly increases probability,1,5.661195499938913,343,16
51,prior_0.7_signals_10100,market,3,agent_2,1793689741,0.54,Signal weakens prior evidence,1,6.178045899956487,371,17
51,prior_0.7_signals_10100,market,4,agent_3,1623874529,0.63,Signal increases probability from 0.54 to 0.63,1,7.520465299952775,400,27
51,prior_0.7_signals_10100,market,5,agent_4,1103236085,0.57,Signal NO updates probability downward,1,7.144215399981476,428,17
51,prior_0.7_signals_10100,central_full,1,central_full_analyst,1877345288,0.4375,Prior 0.7 adjusted by NO signal with reliability 0.75.,1,6.408455500029959,293,31
51,prior_0.7_signals_10100,central_full,2,central_full_analyst,528222811,0.625,Updated based on signal reliability and prior.,1,5.576019399915822,318,21
51,prior_0.7_signals_10100,central_full,3,central_full_analyst,1793689741,0.58,Updated based on signal reliability and prior.,1,5.761754599981941,336,20
51,prior_0.7_signals_10100,central_full,4,central_full_analyst,1623874529,0.62,Balances prior and signal reliability,1,5.909810799988918,355,18
51,prior_0.7_signals_10100,central_full,5,central_full_analyst,1103236085,0.58,Signals balance with higher reliability NOs outweighing YESs.,1,6.773488000035286,374,24
51,prior_0.7_signals_10100,central_compact,1,central_compact_analyst,1877345288,0.625,Signal reduces probability by 12.5%.,1,5.8666248000226915,306,24
51,prior_0.7_signals_10100,central_compact,2,central_compact_analyst,528222811,0.655,Signal slightly increases probability,1,5.657873299904168,337,17
51,prior_0.7_signals_10100,central_compact,3,central_compact_analyst,1793689741,0.612,New signal slightly lowers probability,1,6.254716399940662,367,18
51,prior_0.7_signals_10100,central_compact,4,central_compact_analyst,1623874529,0.638,Signal increases probability by 0.026,1,7.160875299945474,398,23
51,prior_0.7_signals_10100,central_compact,5,central_compact_analyst,1103236085,0.604,New signal NO with reliability 0.7 reduces probability.,1,7.8291603999678046,428,25
52,prior_0.6_signals_10111,central_full,1,central_full_analyst,1399430250,0.52,Signal NO reduces probability from prior.,1,5.280066400067881,292,19
52,prior_0.6_signals_10111,central_full,2,central_full_analyst,235408536,0.58,Signals update prior with reliability weights,1,5.290959800011478,315,18
52,prior_0.6_signals_10111,central_full,3,central_full_analyst,1107160556,0.67,More reliable signals support YES.,1,5.563070699921809,334,18
52,prior_0.6_signals_10111,central_full,4,central_full_analyst,956183604,0.78,Multiple reliable signals support YES.,1,5.848818499944173,354,18
52,prior_0.6_signals_10111,central_full,5,central_full_analyst,1155450609,0.76,Most signals support YES with higher reliability.,1,6.382795799989253,374,20
52,prior_0.6_signals_10111,central_compact,1,central_compact_analyst,1399430250,0.52,Signal reduces probability by 8%.,1,5.511805900023319,305,20
52,prior_0.6_signals_10111,central_compact,2,central_compact_analyst,235408536,0.58,Signal increases probability from 0.52 to 0.58.,1,6.642592699965462,334,28
52,prior_0.6_signals_10111,central_compact,3,central_compact_analyst,1107160556,0.63,Signal increases probability from 0.58 to 0.63.,1,7.025860500056297,362,28
52,prior_0.6_signals_10111,central_compact,4,central_compact_analyst,956183604,0.69,Signal increases probability by 0.06,1,6.916255600051954,391,21
